dt,WRv_x,WRv_y,U_vN
6.28,-1.44415,-1.44415,-1.44386
6.29,-1.44471,-1.44471,-1.44443
6.3,-1.44527,-1.44527,-1.44499
6.31,-1.44582,-1.44582,-1.44555
6.32,-1.44637,-1.44637,-1.4461
6.33,-1.44691,-1.44691,-1.44664
6.34,-1.44744,-1.44744,-1.44718
6.35,-1.44797,-1.44797,-1.44771
6.36,-1.44849,-1.44849,-1.44823
6.37,-1.449,-1.449,-1.44875
6.38,-1.44951,-1.44951,-1.44926
6.39,-1.45001,-1.45001,-1.44976
6.4,-1.45051,-1.45051,-1.45026
6.41,-1.451,-1.451,-1.45075
6.42,-1.45148,-1.45148,-1.45124
6.43,-1.45196,-1.45196,-1.45172
6.44,-1.45243,-1.45243,-1.45219
6.45,-1.45289,-1.45289,-1.45266
6.46,-1.45335,-1.45335,-1.45312
6.47,-1.4538,-1.4538,-1.45358
6.48,-1.45425,-1.45425,-1.45402
6.49,-1.45469,-1.45469,-1.45447
6.5,-1.45512,-1.45512,-1.4549
6.51,-1.45554,-1.45554,-1.45533
6.52,-1.45596,-1.45596,-1.45575
6.53,-1.45638,-1.45638,-1.45617
6.54,-1.45679,-1.45679,-1.45658
6.55,-1.45719,-1.45719,-1.45699
6.56,-1.45758,-1.45758,-1.45739
6.57,-1.45797,-1.45797,-1.45778
6.58,-1.45836,-1.45836,-1.45816
6.59,-1.45873,-1.45873,-1.45854
6.6,-1.4591,-1.4591,-1.45892
6.61,-1.45947,-1.45947,-1.45929
6.62,-1.45983,-1.45983,-1.45965
6.63,-1.46018,-1.46018,-1.46
6.64,-1.46052,-1.46052,-1.46035
6.65,-1.46086,-1.46086,-1.46069
6.66,-1.4612,-1.4612,-1.46103
6.67,-1.46153,-1.46153,-1.46136
6.68,-1.46185,-1.46185,-1.46169
6.69,-1.46216,-1.46216,-1.462
6.7,-1.46247,-1.46247,-1.46232
6.71,-1.46277,-1.46277,-1.46262
6.72,-1.46307,-1.46307,-1.46292
6.73,-1.46336,-1.46336,-1.46322
6.74,-1.46365,-1.46365,-1.4635
6.75,-1.46392,-1.46392,-1.46379
6.76,-1.4642,-1.4642,-1.46406
6.77,-1.46446,-1.46446,-1.46433
6.78,-1.46472,-1.46472,-1.46459
6.79,-1.46498,-1.46498,-1.46485
6.8,-1.46523,-1.46523,-1.4651
6.81,-1.46547,-1.46547,-1.46535
6.82,-1.4657,-1.4657,-1.46559
6.83,-1.46593,-1.46593,-1.46582
6.84,-1.46616,-1.46616,-1.46605
6.85,-1.46638,-1.46638,-1.46627
6.86,-1.46659,-1.46659,-1.46648
6.87,-1.46679,-1.46679,-1.46669
6.88,-1.46699,-1.46699,-1.46689
6.89,-1.46719,-1.46719,-1.46709
6.9,-1.46737,-1.46737,-1.46728
6.91,-1.46756,-1.46756,-1.46746
6.92,-1.46773,-1.46773,-1.46764
6.93,-1.4679,-1.4679,-1.46782
6.94,-1.46806,-1.46806,-1.46798
6.95,-1.46822,-1.46822,-1.46814
6.96,-1.46837,-1.46837,-1.4683
6.97,-1.46852,-1.46852,-1.46845
6.98,-1.46866,-1.46866,-1.46859
6.99,-1.46879,-1.46879,-1.46873
7.0,-1.46892,-1.46892,-1.46886
7.01,-1.46904,-1.46904,-1.46898
7.02,-1.46916,-1.46916,-1.4691
7.03,-1.46927,-1.46927,-1.46922
7.04,-1.46937,-1.46937,-1.46932
7.05,-1.46947,-1.46947,-1.46942
7.06,-1.46957,-1.46957,-1.46952
7.07,-1.46965,-1.46965,-1.46961
7.08,-1.46973,-1.46973,-1.46969
7.09,-1.46981,-1.46981,-1.46977
7.1,-1.46988,-1.46988,-1.46984
7.11,-1.46994,-1.46994,-1.46991
7.12,-1.47,-1.47,-1.46997
7.13,-1.47005,-1.47005,-1.47002
7.14,-1.47009,-1.47009,-1.47007
7.15,-1.47013,-1.47013,-1.47011
7.16,-1.47017,-1.47017,-1.47015
7.17,-1.4702,-1.4702,-1.47018
7.18,-1.47022,-1.47022,-1.47021
7.19,-1.47023,-1.47023,-1.47023
7.2,-1.47024,-1.47024,-1.47024
7.21,-1.47025,-1.47025,-1.47025
7.22,-1.47025,-1.47025,-1.47025
7.23,-1.47024,-1.47024,-1.47025
7.24,-1.47023,-1.47023,-1.47024
7.25,-1.47021,-1.47021,-1.47022
7.26,-1.47019,-1.47019,-1.4702
7.27,-1.47016,-1.47016,-1.47017
7.28,-1.47012,-1.47012,-1.47014
7.29,-1.47008,-1.47008,-1.4701
7.3,-1.47003,-1.47003,-1.47006
7.31,-1.46998,-1.46998,-1.47001
7.32,-1.46992,-1.46992,-1.46995
7.33,-1.46986,-1.46986,-1.46989
7.34,-1.46979,-1.46979,-1.46982
7.35,-1.46971,-1.46971,-1.46975
7.36,-1.46963,-1.46963,-1.46967
7.37,-1.46955,-1.46955,-1.46959
7.38,-1.46945,-1.46945,-1.4695
7.39,-1.46936,-1.46936,-1.46941
7.4,-1.46925,-1.46925,-1.46931
7.41,-1.46914,-1.46914,-1.4692
7.42,-1.46903,-1.46903,-1.46909
7.43,-1.46891,-1.46891,-1.46897
7.44,-1.46878,-1.46878,-1.46885
7.45,-1.46865,-1.46865,-1.46872
7.46,-1.46851,-1.46851,-1.46858
7.47,-1.46837,-1.46837,-1.46844
7.48,-1.46822,-1.46822,-1.4683
7.49,-1.46807,-1.46807,-1.46815
7.5,-1.46791,-1.46791,-1.46799
7.51,-1.46775,-1.46775,-1.46783
7.52,-1.46758,-1.46758,-1.46766
7.53,-1.4674,-1.4674,-1.46749
7.54,-1.46722,-1.46722,-1.46731
7.55,-1.46703,-1.46703,-1.46712
7.56,-1.46684,-1.46684,-1.46693
7.57,-1.46664,-1.46664,-1.46674
7.58,-1.46644,-1.46644,-1.46654
7.59,-1.46623,-1.46623,-1.46633
7.6,-1.46601,-1.46601,-1.46612
7.61,-1.46579,-1.46579,-1.4659
7.62,-1.46557,-1.46557,-1.46568
7.63,-1.46534,-1.46534,-1.46545
7.64,-1.4651,-1.4651,-1.46522
7.65,-1.46486,-1.46486,-1.46498
7.66,-1.46461,-1.46461,-1.46474
7.67,-1.46436,-1.46436,-1.46449
7.68,-1.46411,-1.46411,-1.46423
7.69,-1.46384,-1.46384,-1.46397
7.7,-1.46357,-1.46357,-1.46371
7.71,-1.4633,-1.4633,-1.46344
7.72,-1.46302,-1.46302,-1.46316
7.73,-1.46274,-1.46274,-1.46288
7.74,-1.46245,-1.46245,-1.46259
7.75,-1.46215,-1.46215,-1.4623
7.76,-1.46185,-1.46185,-1.462
7.77,-1.46155,-1.46155,-1.4617
7.78,-1.46124,-1.46124,-1.46139
7.79,-1.46092,-1.46092,-1.46108
7.8,-1.4606,-1.4606,-1.46076
7.81,-1.46027,-1.46027,-1.46044
7.82,-1.45994,-1.45994,-1.46011
7.83,-1.45961,-1.45961,-1.45977
7.84,-1.45926,-1.45926,-1.45943
7.85,-1.45892,-1.45892,-1.45909
7.86,-1.45856,-1.45856,-1.45874
7.87,-1.45821,-1.45821,-1.45838
7.88,-1.45784,-1.45784,-1.45802
7.89,-1.45747,-1.45747,-1.45766
7.9,-1.4571,-1.4571,-1.45729
7.91,-1.45672,-1.45672,-1.45691
7.92,-1.45634,-1.45634,-1.45653
7.93,-1.45595,-1.45595,-1.45615
7.94,-1.45556,-1.45556,-1.45575
7.95,-1.45516,-1.45516,-1.45536
7.96,-1.45476,-1.45476,-1.45496
7.97,-1.45435,-1.45435,-1.45455
7.98,-1.45393,-1.45393,-1.45414
7.99,-1.45351,-1.45351,-1.45372
8.0,-1.45309,-1.45309,-1.4533
8.01,-1.45266,-1.45266,-1.45288
8.02,-1.45223,-1.45223,-1.45244
8.03,-1.45179,-1.45179,-1.45201
8.04,-1.45134,-1.45134,-1.45157
8.05,-1.45089,-1.45089,-1.45112
8.06,-1.45044,-1.45044,-1.45067
8.07,-1.44998,-1.44998,-1.45021
8.08,-1.44952,-1.44952,-1.44975
8.09,-1.44905,-1.44905,-1.44928
8.1,-1.44857,-1.44857,-1.44881
8.11,-1.4481,-1.4481,-1.44833
8.12,-1.44761,-1.44761,-1.44785
8.13,-1.44712,-1.44712,-1.44737
8.14,-1.44663,-1.44663,-1.44688
8.15,-1.44613,-1.44613,-1.44638
8.16,-1.44563,-1.44563,-1.44588
8.17,-1.44512,-1.44512,-1.44537
8.18,-1.44461,-1.44461,-1.44486
8.19,-1.44409,-1.44409,-1.44435
8.2,-1.44357,-1.44357,-1.44383
8.21,-1.44304,-1.44304,-1.4433
8.22,-1.44251,-1.44251,-1.44277
8.23,-1.44197,-1.44197,-1.44224
8.24,-1.44143,-1.44143,-1.4417
8.25,-1.44088,-1.44088,-1.44116
8.26,-1.44033,-1.44033,-1.44061
8.27,-1.43978,-1.43978,-1.44005
8.28,-1.43921,-1.43921,-1.43949
8.29,-1.43865,-1.43865,-1.43893
8.3,-1.43808,-1.43808,-1.43836
8.31,-1.4375,-1.4375,-1.43779
8.32,-1.43692,-1.43692,-1.43721
8.33,-1.43634,-1.43634,-1.43663
8.34,-1.43575,-1.43575,-1.43605
8.35,-1.43516,-1.43516,-1.43546
8.36,-1.43456,-1.43456,-1.43486
8.37,-1.43396,-1.43396,-1.43426
8.38,-1.43335,-1.43335,-1.43365
8.39,-1.43274,-1.43274,-1.43304
8.4,-1.43212,-1.43212,-1.43243
8.41,-1.4315,-1.4315,-1.43181
8.42,-1.43088,-1.43088,-1.43119
8.43,-1.43025,-1.43025,-1.43056
8.44,-1.42961,-1.42961,-1.42993
8.45,-1.42897,-1.42897,-1.42929
8.46,-1.42833,-1.42833,-1.42865
8.47,-1.42768,-1.42768,-1.428
8.48,-1.42703,-1.42703,-1.42735
8.49,-1.42637,-1.42637,-1.4267
8.5,-1.42571,-1.42571,-1.42604
8.51,-1.42504,-1.42504,-1.42538
8.52,-1.42437,-1.42437,-1.42471
8.53,-1.4237,-1.4237,-1.42403
8.54,-1.42302,-1.42302,-1.42336
8.55,-1.42233,-1.42233,-1.42268
8.56,-1.42165,-1.42165,-1.42199
8.57,-1.42095,-1.42095,-1.4213
8.58,-1.42026,-1.42026,-1.4206
8.59,-1.41956,-1.41956,-1.41991
8.6,-1.41885,-1.41885,-1.4192
8.61,-1.41814,-1.41814,-1.41849
8.62,-1.41743,-1.41743,-1.41778
8.63,-1.41671,-1.41671,-1.41707
8.64,-1.41598,-1.41598,-1.41635
8.65,-1.41526,-1.41526,-1.41562
8.66,-1.41453,-1.41453,-1.41489
8.67,-1.41379,-1.41379,-1.41416
8.68,-1.41305,-1.41305,-1.41342
8.69,-1.41231,-1.41231,-1.41268
8.7,-1.41156,-1.41156,-1.41193
8.71,-1.41081,-1.41081,-1.41118
8.72,-1.41005,-1.41005,-1.41043
8.73,-1.40929,-1.40929,-1.40967
8.74,-1.40852,-1.40852,-1.40891
8.75,-1.40776,-1.40776,-1.40814
8.76,-1.40698,-1.40698,-1.40737
8.77,-1.40621,-1.40621,-1.40659
8.78,-1.40542,-1.40542,-1.40581
8.79,-1.40464,-1.40464,-1.40503
8.8,-1.40385,-1.40385,-1.40424
8.81,-1.40306,-1.40306,-1.40345
8.82,-1.40226,-1.40226,-1.40266
8.83,-1.40146,-1.40146,-1.40186
8.84,-1.40065,-1.40065,-1.40105
8.85,-1.39984,-1.39984,-1.40025
8.86,-1.39903,-1.39903,-1.39943
8.87,-1.39821,-1.39821,-1.39862
8.88,-1.39739,-1.39739,-1.3978
8.89,-1.39656,-1.39656,-1.39698
8.9,-1.39573,-1.39573,-1.39615
8.91,-1.3949,-1.3949,-1.39532
8.92,-1.39406,-1.39406,-1.39448
8.93,-1.39322,-1.39322,-1.39364
8.94,-1.39238,-1.39238,-1.3928
8.95,-1.39153,-1.39153,-1.39195
8.96,-1.39067,-1.39067,-1.3911
8.97,-1.38982,-1.38982,-1.39025
8.98,-1.38896,-1.38896,-1.38939
8.99,-1.38809,-1.38809,-1.38852
9.0,-1.38722,-1.38722,-1.38766
9.01,-1.38635,-1.38635,-1.38679
9.02,-1.38548,-1.38548,-1.38591
9.03,-1.3846,-1.3846,-1.38504
9.04,-1.38371,-1.38371,-1.38415
9.05,-1.38283,-1.38283,-1.38327
9.06,-1.38193,-1.38193,-1.38238
9.07,-1.38104,-1.38104,-1.38149
9.08,-1.38014,-1.38014,-1.38059
9.09,-1.37924,-1.37924,-1.37969
9.1,-1.37833,-1.37833,-1.37879
9.11,-1.37743,-1.37743,-1.37788
9.12,-1.37651,-1.37651,-1.37697
9.13,-1.3756,-1.3756,-1.37605
9.14,-1.37468,-1.37468,-1.37514
9.15,-1.37375,-1.37375,-1.37421
9.16,-1.37283,-1.37283,-1.37329
9.17,-1.37189,-1.37189,-1.37236
9.18,-1.37096,-1.37096,-1.37143
9.19,-1.37002,-1.37002,-1.37049
9.2,-1.36908,-1.36908,-1.36955
9.21,-1.36814,-1.36814,-1.36861
9.22,-1.36719,-1.36719,-1.36766
9.23,-1.36623,-1.36623,-1.36671
9.24,-1.36528,-1.36528,-1.36576
9.25,-1.36432,-1.36432,-1.3648
9.26,-1.36336,-1.36336,-1.36384
9.27,-1.36239,-1.36239,-1.36287
9.28,-1.36142,-1.36142,-1.36191
9.29,-1.36045,-1.36045,-1.36094
9.3,-1.35947,-1.35947,-1.35996
9.31,-1.35849,-1.35849,-1.35898
9.32,-1.35751,-1.35751,-1.358
9.33,-1.35653,-1.35653,-1.35702
9.34,-1.35554,-1.35554,-1.35603
9.35,-1.35454,-1.35454,-1.35504
9.36,-1.35355,-1.35355,-1.35405
9.37,-1.35255,-1.35255,-1.35305
9.38,-1.35155,-1.35155,-1.35205
9.39,-1.35054,-1.35054,-1.35104
9.4,-1.34953,-1.34953,-1.35003
9.41,-1.34852,-1.34852,-1.34902
9.42,-1.3475,-1.3475,-1.34801
9.43,-1.34648,-1.34648,-1.34699
9.44,-1.34546,-1.34546,-1.34597
9.45,-1.34444,-1.34444,-1.34495
9.46,-1.34341,-1.34341,-1.34392
9.47,-1.34238,-1.34238,-1.34289
9.48,-1.34134,-1.34134,-1.34186
9.49,-1.3403,-1.3403,-1.34082
9.5,-1.33926,-1.33926,-1.33978
9.51,-1.33822,-1.33822,-1.33874
9.52,-1.33717,-1.33717,-1.3377
9.53,-1.33612,-1.33612,-1.33665
9.54,-1.33507,-1.33507,-1.33559
9.55,-1.33401,-1.33401,-1.33454
9.56,-1.33295,-1.33295,-1.33348
9.57,-1.33189,-1.33189,-1.33242
9.58,-1.33083,-1.33083,-1.33136
9.59,-1.32976,-1.32976,-1.33029
9.6,-1.32869,-1.32869,-1.32922
9.61,-1.32761,-1.32761,-1.32815
9.62,-1.32654,-1.32654,-1.32707
9.63,-1.32546,-1.32546,-1.326
9.64,-1.32437,-1.32437,-1.32491
9.65,-1.32329,-1.32329,-1.32383
9.66,-1.3222,-1.3222,-1.32274
9.67,-1.32111,-1.32111,-1.32165
9.68,-1.32001,-1.32001,-1.32056
9.69,-1.31892,-1.31892,-1.31946
9.7,-1.31782,-1.31782,-1.31837
9.71,-1.31671,-1.31671,-1.31726
9.72,-1.31561,-1.31561,-1.31616
9.73,-1.3145,-1.3145,-1.31505
9.74,-1.31339,-1.31339,-1.31394
9.75,-1.31227,-1.31227,-1.31283
9.76,-1.31116,-1.31116,-1.31172
9.77,-1.31004,-1.31004,-1.3106
9.78,-1.30892,-1.30892,-1.30948
9.79,-1.30779,-1.30779,-1.30835
9.8,-1.30666,-1.30666,-1.30723
9.81,-1.30553,-1.30553,-1.3061
9.82,-1.3044,-1.3044,-1.30497
9.83,-1.30327,-1.30327,-1.30383
9.84,-1.30213,-1.30213,-1.3027
9.85,-1.30099,-1.30099,-1.30156
9.86,-1.29985,-1.29985,-1.30042
9.87,-1.2987,-1.2987,-1.29927
9.88,-1.29755,-1.29755,-1.29813
9.89,-1.2964,-1.2964,-1.29698
9.9,-1.29525,-1.29525,-1.29583
9.91,-1.29409,-1.29409,-1.29467
9.92,-1.29294,-1.29294,-1.29351
9.93,-1.29177,-1.29177,-1.29235
9.94,-1.29061,-1.29061,-1.29119
9.95,-1.28945,-1.28945,-1.29003
9.96,-1.28828,-1.28828,-1.28886
9.97,-1.28711,-1.28711,-1.28769
9.98,-1.28594,-1.28594,-1.28652
9.99,-1.28476,-1.28476,-1.28535
10.0,-1.28358,-1.28358,-1.28417
10.01,-1.2824,-1.2824,-1.28299
10.02,-1.28122,-1.28122,-1.28181
10.03,-1.28004,-1.28004,-1.28063
10.04,-1.27885,-1.27885,-1.27944
10.05,-1.27766,-1.27766,-1.27826
10.06,-1.27647,-1.27647,-1.27707
10.07,-1.27528,-1.27528,-1.27587
10.08,-1.27408,-1.27408,-1.27468
10.09,-1.27288,-1.27288,-1.27348
10.1,-1.27168,-1.27168,-1.27228
10.11,-1.27048,-1.27048,-1.27108
10.12,-1.26927,-1.26927,-1.26988
10.13,-1.26807,-1.26807,-1.26867
10.14,-1.26686,-1.26686,-1.26746
10.15,-1.26565,-1.26565,-1.26625
10.16,-1.26443,-1.26443,-1.26504
10.17,-1.26322,-1.26322,-1.26383
10.18,-1.262,-1.262,-1.26261
10.19,-1.26078,-1.26078,-1.26139
10.2,-1.25956,-1.25956,-1.26017
10.21,-1.25834,-1.25834,-1.25895
10.22,-1.25711,-1.25711,-1.25772
10.23,-1.25588,-1.25588,-1.2565
10.24,-1.25465,-1.25465,-1.25527
10.25,-1.25342,-1.25342,-1.25404
10.26,-1.25219,-1.25219,-1.2528
10.27,-1.25095,-1.25095,-1.25157
10.28,-1.24971,-1.24971,-1.25033
10.29,-1.24848,-1.24848,-1.2491
10.3,-1.24723,-1.24723,-1.24785
10.31,-1.24599,-1.24599,-1.24661
10.32,-1.24475,-1.24475,-1.24537
10.33,-1.2435,-1.2435,-1.24412
10.34,-1.24225,-1.24225,-1.24287
10.35,-1.241,-1.241,-1.24162
10.36,-1.23975,-1.23975,-1.24037
10.37,-1.23849,-1.23849,-1.23912
10.38,-1.23724,-1.23724,-1.23786
10.39,-1.23598,-1.23598,-1.23661
10.4,-1.23472,-1.23472,-1.23535
10.41,-1.23346,-1.23346,-1.23409
10.42,-1.23219,-1.23219,-1.23282
10.43,-1.23093,-1.23093,-1.23156
10.44,-1.22966,-1.22966,-1.23029
10.45,-1.22839,-1.22839,-1.22903
10.46,-1.22712,-1.22712,-1.22776
10.47,-1.22585,-1.22585,-1.22649
10.48,-1.22458,-1.22458,-1.22521
10.49,-1.2233,-1.2233,-1.22394
10.5,-1.22203,-1.22203,-1.22266
10.51,-1.22075,-1.22075,-1.22139
10.52,-1.21947,-1.21947,-1.22011
10.53,-1.21819,-1.21819,-1.21883
10.54,-1.2169,-1.2169,-1.21755
10.55,-1.21562,-1.21562,-1.21626
10.56,-1.21433,-1.21433,-1.21498
10.57,-1.21305,-1.21305,-1.21369
10.58,-1.21176,-1.21176,-1.2124
10.59,-1.21047,-1.21047,-1.21111
10.6,-1.20917,-1.20917,-1.20982
10.61,-1.20788,-1.20788,-1.20853
10.62,-1.20659,-1.20659,-1.20723
10.63,-1.20529,-1.20529,-1.20594
10.64,-1.20399,-1.20399,-1.20464
10.65,-1.20269,-1.20269,-1.20334
10.66,-1.20139,-1.20139,-1.20204
10.67,-1.20009,-1.20009,-1.20074
10.68,-1.19879,-1.19879,-1.19944
10.69,-1.19748,-1.19748,-1.19814
10.7,-1.19618,-1.19618,-1.19683
10.71,-1.19487,-1.19487,-1.19553
10.72,-1.19356,-1.19356,-1.19422
10.73,-1.19225,-1.19225,-1.19291
10.74,-1.19094,-1.19094,-1.1916
10.75,-1.18963,-1.18963,-1.19029
10.76,-1.18832,-1.18832,-1.18898
10.77,-1.187,-1.187,-1.18766
10.78,-1.18569,-1.18569,-1.18635
10.79,-1.18437,-1.18437,-1.18503
10.8,-1.18305,-1.18305,-1.18371
10.81,-1.18173,-1.18173,-1.18239
10.82,-1.18041,-1.18041,-1.18107
10.83,-1.17909,-1.17909,-1.17975
10.84,-1.17777,-1.17777,-1.17843
10.85,-1.17645,-1.17645,-1.17711
10.86,-1.17512,-1.17512,-1.17578
10.87,-1.1738,-1.1738,-1.17446
10.88,-1.17247,-1.17247,-1.17313
10.89,-1.17114,-1.17114,-1.17181
10.9,-1.16981,-1.16981,-1.17048
10.91,-1.16848,-1.16848,-1.16915
10.92,-1.16715,-1.16715,-1.16782
10.93,-1.16582,-1.16582,-1.16649
10.94,-1.16449,-1.16449,-1.16516
10.95,-1.16316,-1.16316,-1.16382
10.96,-1.16182,-1.16182,-1.16249
10.97,-1.16049,-1.16049,-1.16115
10.98,-1.15915,-1.15915,-1.15982
10.99,-1.15781,-1.15781,-1.15848
11.0,-1.15647,-1.15647,-1.15714
11.01,-1.15514,-1.15514,-1.1558
11.02,-1.1538,-1.1538,-1.15447
11.03,-1.15246,-1.15246,-1.15313
11.04,-1.15111,-1.15111,-1.15178
11.05,-1.14977,-1.14977,-1.15044
11.06,-1.14843,-1.14843,-1.1491
11.07,-1.14709,-1.14709,-1.14776
11.08,-1.14574,-1.14574,-1.14641
11.09,-1.1444,-1.1444,-1.14507
11.1,-1.14305,-1.14305,-1.14372
11.11,-1.1417,-1.1417,-1.14238
11.12,-1.14036,-1.14036,-1.14103
11.13,-1.13901,-1.13901,-1.13968
11.14,-1.13766,-1.13766,-1.13833
11.15,-1.13631,-1.13631,-1.13699
11.16,-1.13496,-1.13496,-1.13564
11.17,-1.13361,-1.13361,-1.13429
11.18,-1.13226,-1.13226,-1.13293
11.19,-1.13091,-1.13091,-1.13158
11.2,-1.12956,-1.12956,-1.13023
11.21,-1.1282,-1.1282,-1.12888
11.22,-1.12685,-1.12685,-1.12753
11.23,-1.1255,-1.1255,-1.12617
11.24,-1.12414,-1.12414,-1.12482
11.25,-1.12279,-1.12279,-1.12346
11.26,-1.12143,-1.12143,-1.12211
11.27,-1.12008,-1.12008,-1.12075
11.28,-1.11872,-1.11872,-1.1194
11.29,-1.11736,-1.11736,-1.11804
11.3,-1.11601,-1.11601,-1.11669
11.31,-1.11465,-1.11465,-1.11533
11.32,-1.11329,-1.11329,-1.11397
11.33,-1.11193,-1.11193,-1.11261
11.34,-1.11057,-1.11057,-1.11125
11.35,-1.10922,-1.10922,-1.1099
11.36,-1.10786,-1.10786,-1.10854
11.37,-1.1065,-1.1065,-1.10718
11.38,-1.10514,-1.10514,-1.10582
11.39,-1.10378,-1.10378,-1.10446
11.4,-1.10242,-1.10242,-1.1031
11.41,-1.10106,-1.10106,-1.10174
11.42,-1.0997,-1.0997,-1.10038
11.43,-1.09833,-1.09833,-1.09902
11.44,-1.09697,-1.09697,-1.09765
11.45,-1.09561,-1.09561,-1.09629
11.46,-1.09425,-1.09425,-1.09493
11.47,-1.09289,-1.09289,-1.09357
11.48,-1.09153,-1.09153,-1.09221
11.49,-1.09016,-1.09016,-1.09084
11.5,-1.0888,-1.0888,-1.08948
11.51,-1.08744,-1.08744,-1.08812
11.52,-1.08608,-1.08608,-1.08676
11.53,-1.08471,-1.08471,-1.0854
11.54,-1.08335,-1.08335,-1.08403
11.55,-1.08199,-1.08199,-1.08267
11.56,-1.08063,-1.08063,-1.08131
11.57,-1.07926,-1.07926,-1.07994
11.58,-1.0779,-1.0779,-1.07858
11.59,-1.07654,-1.07654,-1.07722
11.6,-1.07517,-1.07517,-1.07586
11.61,-1.07381,-1.07381,-1.07449
11.62,-1.07245,-1.07245,-1.07313
11.63,-1.07109,-1.07109,-1.07177
11.64,-1.06972,-1.06972,-1.0704
11.65,-1.06836,-1.06836,-1.06904
11.66,-1.067,-1.067,-1.06768
11.67,-1.06564,-1.06564,-1.06632
11.68,-1.06427,-1.06427,-1.06495
11.69,-1.06291,-1.06291,-1.06359
11.7,-1.06155,-1.06155,-1.06223
11.71,-1.06019,-1.06019,-1.06087
11.72,-1.05883,-1.05883,-1.05951
11.73,-1.05746,-1.05746,-1.05815
11.74,-1.0561,-1.0561,-1.05678
11.75,-1.05474,-1.05474,-1.05542
11.76,-1.05338,-1.05338,-1.05406
11.77,-1.05202,-1.05202,-1.0527
11.78,-1.05066,-1.05066,-1.05134
11.79,-1.0493,-1.0493,-1.04998
11.8,-1.04794,-1.04794,-1.04862
11.81,-1.04658,-1.04658,-1.04726
11.82,-1.04522,-1.04522,-1.0459
11.83,-1.04386,-1.04386,-1.04454
11.84,-1.04251,-1.04251,-1.04319
11.85,-1.04115,-1.04115,-1.04183
11.86,-1.03979,-1.03979,-1.04047
11.87,-1.03843,-1.03843,-1.03911
11.88,-1.03708,-1.03708,-1.03775
11.89,-1.03572,-1.03572,-1.0364
11.9,-1.03436,-1.03436,-1.03504
11.91,-1.03301,-1.03301,-1.03369
11.92,-1.03165,-1.03165,-1.03233
11.93,-1.0303,-1.0303,-1.03098
11.94,-1.02894,-1.02894,-1.02962
11.95,-1.02759,-1.02759,-1.02827
11.96,-1.02624,-1.02624,-1.02691
11.97,-1.02489,-1.02489,-1.02556
11.98,-1.02353,-1.02353,-1.02421
11.99,-1.02218,-1.02218,-1.02286
12.0,-1.02083,-1.02083,-1.02151
12.01,-1.01948,-1.01948,-1.02016
12.02,-1.01813,-1.01813,-1.01881
12.03,-1.01678,-1.01678,-1.01746
12.04,-1.01543,-1.01543,-1.01611
12.05,-1.01408,-1.01408,-1.01476
12.06,-1.01274,-1.01274,-1.01341
12.07,-1.01139,-1.01139,-1.01206
12.08,-1.01004,-1.01004,-1.01072
12.09,-1.0087,-1.0087,-1.00937
12.1,-1.00735,-1.00735,-1.00803
12.11,-1.00601,-1.00601,-1.00668
12.12,-1.00467,-1.00467,-1.00534
12.13,-1.00333,-1.00333,-1.004
12.14,-1.00198,-1.00198,-1.00265
12.15,-1.00064,-1.00064,-1.00131
12.16,-0.999302,-0.999302,-0.999972
12.17,-0.997963,-0.997963,-0.998633
12.18,-0.996624,-0.996624,-0.997294
12.19,-0.995287,-0.995287,-0.995955
12.2,-0.99395,-0.99395,-0.994618
12.21,-0.992613,-0.992613,-0.993282
12.22,-0.991278,-0.991278,-0.991946
12.23,-0.989944,-0.989944,-0.990611
12.24,-0.98861,-0.98861,-0.989277
12.25,-0.987278,-0.987278,-0.987944
12.26,-0.985946,-0.985946,-0.986612
12.27,-0.984615,-0.984615,-0.98528
12.28,-0.983285,-0.983285,-0.98395
12.29,-0.981956,-0.981956,-0.982621
12.3,-0.980628,-0.980628,-0.981292
12.31,-0.979301,-0.979301,-0.979965
12.32,-0.977975,-0.977975,-0.978638
12.33,-0.97665,-0.97665,-0.977313
12.34,-0.975326,-0.975326,-0.975988
12.35,-0.974003,-0.974003,-0.974664
12.36,-0.972681,-0.972681,-0.973342
12.37,-0.97136,-0.97136,-0.97202
12.38,-0.97004,-0.97004,-0.9707
12.39,-0.968721,-0.968721,-0.96938
12.4,-0.967403,-0.967403,-0.968062
12.41,-0.966087,-0.966087,-0.966745
12.42,-0.964771,-0.964771,-0.965429
12.43,-0.963456,-0.963456,-0.964114
12.44,-0.962143,-0.962143,-0.9628
12.45,-0.960831,-0.960831,-0.961487
12.46,-0.95952,-0.95952,-0.960175
12.47,-0.95821,-0.95821,-0.958865
12.48,-0.956901,-0.956901,-0.957556
12.49,-0.955594,-0.955594,-0.956247
12.5,-0.954287,-0.954287,-0.95494
12.51,-0.952982,-0.952982,-0.953635
12.52,-0.951678,-0.951678,-0.95233
12.53,-0.950376,-0.950376,-0.951027
12.54,-0.949074,-0.949074,-0.949725
12.55,-0.947774,-0.947774,-0.948424
12.56,-0.946475,-0.946475,-0.947125
12.57,-0.945178,-0.945178,-0.945826
12.58,-0.943881,-0.943881,-0.944529
12.59,-0.942586,-0.942586,-0.943234
12.6,-0.941293,-0.941293,-0.941939
12.61,-0.94,-0.94,-0.940646
12.62,-0.938709,-0.938709,-0.939355
12.63,-0.93742,-0.93742,-0.938064
